4.956105610561055919e+00,4.652475247524752167e-01,-5.947524752475248366e-01,1.228972897289729027e-02,5.000000000000000000e+01,2.462745512771788209e-05
1.520683068306830643e+00,1.745544554455444874e-01,-1.313861386138613918e-01,1.055905590559055862e-02,5.000000000000000000e+01,2.462745512771788209e-05
7.252381238123811968e+00,-1.987128712871287783e-01,1.466336633663365419e-01,1.287678767876787589e-02,5.000000000000000000e+01,2.462745512771788209e-05
1.335470547054705470e+00,6.331683168316830645e-01,-9.078217821782178509e-01,1.227372737273727324e-02,5.000000000000000000e+01,2.462745512771788209e-05
9.698804880488047786e+00,3.379207920792077768e-01,-6.810891089108910279e-01,1.108510851085108516e-02,5.000000000000000000e+01,2.462745512771788209e-05
2.822565256525652266e+00,4.894059405940593965e-01,7.175247524752474959e-01,1.015301530153015289e-02,5.000000000000000000e+01,2.462745512771788209e-05
2.933153315331533229e+00,6.020792079207919478e-01,6.444554455445543617e-01,1.435393539353935211e-02,5.000000000000000000e+01,2.462745512771788209e-05
6.494448444844484136e+00,-1.400990099009901124e-01,3.135643564356433988e-01,1.461046104610460965e-02,5.000000000000000000e+01,2.462745512771788209e-05
8.027396739673967829e+00,-8.949504950495049682e-01,-1.913861386138614451e-01,1.324232423242324187e-02,5.000000000000000000e+01,2.462745512771788209e-05
3.972501250125012540e+00,-2.294059405940594987e-01,9.456435643564355953e-01,1.292679267926792608e-02,5.000000000000000000e+01,2.462745512771788209e-05
3.166017601760175992e+00,-6.727722772277227037e-01,7.050495049504950096e-01,1.051205120512051228e-02,5.000000000000000000e+01,2.462745512771788209e-05
1.943255325532553313e+00,8.547524752475246235e-01,-1.816831683168317335e-01,1.049554955495549634e-02,5.000000000000000000e+01,2.462745512771788209e-05
3.488790879087908969e+00,-2.959405940594059814e-01,8.272277227722770743e-01,1.152665266526652597e-02,5.000000000000000000e+01,2.462745512771788209e-05
8.179342934293430289e+00,4.383168316831682620e-01,1.377227722772276231e-01,1.098859885988598926e-02,5.000000000000000000e+01,2.462745512771788209e-05
1.491912191219121997e+00,2.357425742574257299e-01,1.763366336633662712e-01,1.294529452945294458e-02,5.000000000000000000e+01,2.462745512771788209e-05
3.306275627562756725e+00,-1.234653465346534640e-01,-4.597029702970297782e-01,1.312031203120312024e-02,5.000000000000000000e+01,2.462745512771788209e-05
3.354826482648264552e+00,1.119801980198018576e-01,-6.717821782178217127e-01,1.048204820482048251e-02,5.000000000000000000e+01,2.462745512771788209e-05
9.358948894889488557e+00,-2.993069306930693507e-01,-6.850495049504949918e-01,1.162516251625162443e-02,5.000000000000000000e+01,2.462745512771788209e-05
1.309396939693969308e+00,1.050495049504949208e-01,-2.683168316831685551e-02,1.371237123712371227e-02,5.000000000000000000e+01,2.462745512771788209e-05
3.157026702670266971e+00,-6.504950495049510728e-02,-8.492079207920791850e-01,1.060206020602060158e-02,5.000000000000000000e+01,2.462745512771788209e-05
